lagoslakeid,summerpud,totalpud,nhd_lat,nhd_long,lake_area_ha,lagosname1,meandepth,maxdepth,state_name,hu12_nlcd2011_pct_11,hu12_nlcd2011_pct_21,hu12_nlcd2011_pct_22,hu12_nlcd2011_pct_23,hu12_nlcd2011_pct_24,hu12_nlcd2011_pct_31,hu12_nlcd2011_pct_41,hu12_nlcd2011_pct_42,hu12_nlcd2011_pct_43,hu12_nlcd2011_pct_52,hu12_nlcd2011_pct_71,hu12_nlcd2011_pct_81,hu12_nlcd2011_pct_82,hu12_nlcd2011_pct_90,hu12_nlcd2011_pct_95
94213,0,0,39.0266,-90.10532,4.954178,,,,Illinois,0.9184,8.069,2.9711,0.3527,0.0491,0,44.2289,0.0058,0,0,0.0453,17.4121,25.5052,0.426,0.0164
94252,0,0,40.53671,-90.13094,5.192571,,,,Illinois,8.8928,2.4652,3.8508,0.4283,0.0245,0.0082,25.2465,0,0,0.208,0.4868,11.4491,46.4381,0.446,0.0557
94304,0,0,45.51157,-96.50244,15.77659,,,,Minnesota,9.2869,3.7525,0.429,0.0903,0,0,0.2894,0,0,0,0.1457,0.546,82.3336,0.0493,3.0771
94327,0,0,47.70844,-95.63968,21.59914,,,,Minnesota,4.4308,3.9356,0.5079,0.0156,0.006,0,10.5825,0.9658,0,0.1333,4.9587,19.3055,46.1523,0.3604,8.6456
94344,0,0,47.90235,-91.98584,7.502571,,,,Minnesota,11.6952,3.6277,1.1844,1.2441,0.381,0.0685,10.3331,11.4608,18.5016,9.134,1.393,0.3899,0.1437,28.2149,2.228
94362,0,0,48.03168,-92.13237,30.71863,,,,Minnesota,6.569,0.6271,0,0,0,0.0047,12.2925,15.2065,30.4093,2.9498,0.0537,0,0,30.4507,1.4368
94391,0,0,39.66864,-94.91851,5.207662,,,,Missouri,4.4333,3.6363,0.8247,0.1532,0.0039,0.0194,21.1148,0.0071,0.1176,0.1396,2.6959,5.5082,56.6645,1.4,3.2815
94447,0,0,37.43798,-94.62235,6.038995,,,,OUT_OF_COUNTY_STATE,1.8099,8.3843,7.6024,1.9825,0.8002,0.2856,6.9583,0.0178,0.0241,0.0641,0.7272,32.4259,24.595,14.2847,0.0381
94473,0,0,45.57752,-67.45412,55.65521,,,,Maine,,,,,,,,,,,,,,,
94493,0,0,42.6511,-71.99258,4.592767,,,,Massachusetts,7.0438,4.8014,1.3341,0.3735,0.0315,0.4208,23.26,27.1797,16.6903,1.1994,0.3432,1.5463,0.1589,14.8299,0.7871
94525,0,1,41.91909,-71.41137,4.148566,,,,Rhode Island,2.0483,9.4403,11.9667,18.7007,6.7117,0.8551,32.0413,1.4252,1.107,1.1178,1.0962,2.1651,0.3977,9.5861,1.3407
94555,0,0,43.74851,-74.01657,11.5222,,,,New York,2.7182,2.627,0.3502,0.1832,0.036,0,39.7057,23.0529,25.6358,0.373,0.4311,0.0103,0.1103,4.6611,0.1052
94591,0,0,41.50984,-73.75589,65.77638,,,,New York,8.5958,10.9987,2.8022,0.9247,0.1796,0.3184,63.7541,3.2544,0.5706,0.9343,0.0707,2.0163,0.0529,5.2573,0.27
94623,1,1,41.56596,-75.07117,16.88255,,,,Pennsylvania,4.7926,2.9154,0.3409,0.1359,0.0201,0,66.7796,1.4594,5.0911,0.4077,0.0836,10.0307,0.8144,6.5171,0.6116
94654,0,0,42.04883,-76.97797,5.477989,,,,New York,0.617,3.423,0.045,0,0,0,38.3628,3.4448,13.8705,1.9989,0.0769,20.4015,14.8402,2.1513,0.7679
94690,0,0,46.53041,-91.48284,4.498899,,,,Wisconsin,2.5547,6.6285,0.2272,0.1419,0,0,41.1946,9.3251,10.9847,2.6363,1.4864,12.0581,0.5624,12.1749,0.0251
94735,0,0,42.46663,-85.39649,15.57562,,,,Michigan,11.6506,6.8696,2.5526,0.4964,0.1056,0.2908,21.7238,1.0633,1.455,0.1602,0.8169,16.7956,28.4109,6.9409,0.6678
94754,0,0,42.61132,-85.35033,34.03929,,,,Michigan,3.3637,4.7412,1.0362,0.0255,0.0076,0.1342,40.6226,2.6225,3.4687,0.6183,1.3491,13.1381,13.5683,15.1254,0.1787
94775,3,3,44.20369,-85.9358,8.328785,,,,Michigan,1.0392,5.1383,0.777,0.0853,0.0071,0.0607,47.9404,11.7247,10.2831,4.4098,4.5493,0.0407,0.3953,11.9908,1.5584
94810,0,0,42.19816,-83.56019,8.27396,,,,Michigan,10.7797,22.6384,21.2858,16.9138,10.1684,0.0737,7.7602,0.1106,0.1339,0.0446,0.8131,2.8584,1.3215,3.3455,1.7523
94858,1,3,43.05716,-75.60665,7.084074,,,,New York,0.2373,4.3512,2.7195,0.7062,0.2143,0.0132,21.0973,1.2576,1.5748,8.4032,3.2016,24.8181,30.2966,0.9724,0.1368
94875,8,18,44.44342,-74.25991,11.10888,GOOSE POND,,,New York,11.2293,1.95,0.1232,0.0715,0.0149,0,49.0131,29.3439,2.2957,2.8063,0.0586,0.003,0,1.9927,1.0977
94922,0,0,39.22637,-84.31315,9.023162,,,,Ohio,1.6913,30.8858,23.7991,8.604,3.2516,0.0164,24.7062,0.817,0.0348,0.2211,0.0819,4.8814,0.6757,0.1044,0.2293
94975,1,3,37.84585,-88.58707,64.11181,,,,Illinois,2.4338,6.1742,1.3756,0.2584,0.0379,0.1537,24.8516,0.0323,0,0,0.3843,25.9966,38.0097,0.1548,0.137
94995,0,0,47.04131,-94.28494,11.37902,,,,Minnesota,45.5034,1.776,0.3035,0.0908,0.0313,0.0057,28.9996,3.6486,0.1327,0.9278,0.1782,0.9176,0.3168,8.2657,8.9021
95011,0,0,45.55797,-95.13346,6.901189,,,,Minnesota,0.1413,3.7682,0.1073,0.0136,0,0.0136,5.069,0.1975,0,0.0681,4.1172,10.0938,67.4284,0.6913,8.2906
95037,0,0,47.0691,-95.14029,5.151171,,,,Minnesota,6.5324,2.9696,0.0733,0.0103,0,0.1401,59.14,12.9858,0.0122,3.4688,1.9186,4.7848,0.7285,3.4255,3.81
95058,0,0,45.69496,-95.66988,25.56851,,,,Minnesota,6.1377,4.3002,0.075,0.0428,0.0061,0,3.0655,0.0667,0.0044,0.065,1.213,5.507,75.796,0.4934,3.2272
95077,0,0,45.47082,-95.51167,4.116813,,,,Minnesota,8.7513,3.5933,0.2633,0.0206,0,0.0026,4.8921,0.1855,0.0515,0.1144,4.5222,10.5467,62.0074,0.2725,4.7767
95103,0,0,46.21105,-92.87832,8.516349,,,,Minnesota,3.524,4.0863,0.3784,0.203,0.0893,0,21.3851,2.8713,0.7197,2.2706,0.4996,21.8422,5.2344,24.1884,12.7076
95127,1,1,45.28375,-90.44233,13.19551,,,,Wisconsin,2.8856,2.989,0.0038,0.006,0,0,57.7915,1.5797,10.1166,0.7122,0.7129,0.0935,3.5404,18.3895,1.1791
95143,0,0,45.58123,-91.40663,6.990124,,,,Wisconsin,2.2371,1.9281,0.0495,0.0835,0,0.0126,74.7534,0.2713,1.9555,1.2332,0.8214,1.1807,2.9365,11.6951,0.8421
95187,0,0,42.07233,-94.54109,4.616219,,,,Iowa,2.3392,5.0039,0.5628,0.1407,0,0,11.4639,0.0119,0.0271,0,3.658,8.3212,61.5995,5.0531,1.8188
95226,0,0,41.74045,-88.35231,6.802282,,,,Illinois,3.0466,11.151,53.7002,19.283,7.6765,0.0158,1.8615,0,0,0,0.6842,1.0352,1.546,0,0
95284,0,0,38.05294,-90.87607,4.54376,,,,Missouri,0.3898,2.9516,0.0046,0,0,0.0301,80.6522,5.1372,4.7065,0.02,2.3132,3.1191,0.1266,0.5419,0.0073
95311,0,0,46.34944,-95.98051,4.362662,,,,Minnesota,19.7901,4.6378,0.155,0,0,0,10.9665,0.2067,0.0226,0.1604,2.3905,14.3451,43.8241,0.2626,3.2386
95331,0,0,47.20704,-95.47287,4.390133,,,,Minnesota,10.8627,2.5847,0.0358,0,0,0.0206,75.3728,3.9933,0,2.7494,1.6832,0.1022,0.061,1.6496,0.8847
95347,0,0,48.09845,-90.79081,4.944059,,,,Minnesota,,,,,,,,,,,,,,,
95365,0,0,47.58458,-93.61249,5.637559,,,,Minnesota,17.4292,3.2603,0.1997,0.0077,0,0.0338,21.5884,14.5377,21.8603,3.3832,0.3196,0.2197,0.0092,14.2703,2.8808
95396,0,0,47.24545,-95.82737,14.18334,,,,Minnesota,5.2277,2.9578,0.1375,0,0.0071,0.0759,22.8747,1.5574,0.0123,0.2094,2.2239,14.5102,38.9611,1.2338,10.0113
95450,0,0,36.23136,-90.98784,4.147347,,,,OUT_OF_COUNTY_STATE,3.1036,6.6417,5.2317,1.7741,0.7328,0.0374,15.5034,0.3891,4.8891,0.2609,1.7447,13.3447,35.8868,10.3658,0.0942
95477,0,0,44.11469,-70.04116,26.31957,,,,Maine,1.0206,6.7007,5.8946,3.0711,0.3458,0.7417,9.7879,13.2498,28.3822,2.0081,0.6247,12.1063,2.1149,10.6686,3.283
95509,1,4,41.56849,-72.78669,12.93733,,,,Connecticut,4.7139,13.4965,14.6057,11.8424,2.158,0.3773,34.5797,3.3687,1.2312,0.8333,0.3568,5.5108,0.0992,6.5254,0.301
95538,0,1,41.61823,-71.71507,5.044318,,,,Rhode Island,1.2397,5.2228,2.4845,1.0592,0.152,0.7468,53.7688,11.4081,5.0503,1.2226,0.1639,3.6058,0.6426,12.3586,0.8743
95571,0,0,43.11515,-73.37356,5.631767,,,,New York,0.7134,3.5966,1.5946,0.2454,0.0411,0,37.5676,11.1939,2.9803,3.1184,0.0628,21.001,10.2922,6.0735,1.5192
95590,0,0,39.73731,-74.44052,15.01478,,,,New Jersey,1.8582,2.9098,1.7006,0.3072,0.0059,0.2363,1.6888,46.6756,3.2909,6.765,1.3353,0,2.6085,30.1865,0.4313
95629,0,0,42.17675,-76.8093,19.13436,,,,New York,0.6174,14.5112,13.168,5.2511,1.3201,0.2107,39.415,1.7853,5.7735,2.0227,0.7696,8.432,4.5716,1.6294,0.5224
95643,0,0,42.80307,-75.62213,4.57508,,,,New York,3.1244,1.8007,0.4984,0.2159,0.0452,0.0046,35.5691,5.1724,1.2074,7.1706,4.7567,20.8229,12.4074,6.2481,0.9562
95673,0,0,47.51182,-92.72257,17.2984,,,,Minnesota,4.7308,3.8809,1.0392,0.3057,0.0375,1.3981,32.5123,2.607,14.4685,10.2307,1.9878,2.747,0.2899,17.7697,5.9949
95702,0,0,46.21262,-89.75156,4.70759,,,,Wisconsin,19.5018,5.4214,0.124,0.007,0,0.0318,31.2733,3.7033,10.3008,0.8116,0.465,0.0407,0.1768,27.3721,0.7703
95736,0,0,45.28187,-88.90696,6.935909,,,,Wisconsin,1.6231,3.4039,0.1271,0.0148,0,0,69.4625,0.5023,1.6251,1.0164,0.132,0.1832,4.8025,16.786,0.3211
95752,0,0,42.08787,-85.57478,8.426684,,,,Michigan,3.8612,7.2344,4.8007,0.886,0.3341,0.5102,7.3479,0.4789,0.3784,0.0561,0.5468,12.2661,39.6991,20.5183,1.0818
95778,0,0,43.61865,-86.19563,4.495071,,,,Michigan,0.3875,5.0446,2.9572,0.0536,0,0.0536,25.0712,11.2025,1.1624,3.6969,13.7294,2.239,24.7389,8.4428,1.2206
95804,0,1,42.89829,-83.71586,9.855188,,,,Michigan,1.0108,12.8448,8.679,4.2351,1.3511,1.1935,19.5955,0.3925,0.2409,0.3704,1.4084,21.0359,16.3802,9.8695,1.3923
95835,0,0,42.12277,-84.18265,5.627019,,,,Michigan,1.5863,4.3676,0.877,0.0575,0,0.123,21.1032,1.1167,0.7988,0.5511,0.933,27.3911,19.5968,21.0761,0.4217
95879,0,0,43.55031,-73.27862,4.859115,,,,New York,0.4251,3.0968,1.8269,1.2264,0.1853,1.0874,35.228,16.528,7.4537,5.2925,0.466,13.3812,5.7367,6.5997,1.4662
95929,0,0,39.93977,-83.59238,16.13896,,,,Ohio,0.5514,7.7277,3.9245,0.8561,0.1928,0,6.8055,0.0647,0,0,2.6316,14.5709,62.6397,0,0.0351
95984,0,0,37.6933,-88.45242,11.01955,,,,Illinois,0.7985,3.2132,0.4863,0.0454,0.0053,0.0928,50.2273,2.7174,1.0517,0,0.8418,10.8358,27.5684,1.7923,0.3238
96013,0,0,47.14506,-93.68247,35.17027,SOUTH SUGAR,,1,Minnesota,16.0344,2.0852,0.2484,0.0481,0.012,0.022,53.4973,0.6189,4.7913,10.8345,1.8268,1.0456,0.2263,6.6521,2.0571
96029,0,0,46.69903,-94.65514,4.469066,,,,Minnesota,2.4996,2.4783,0.0263,0,0,0.3566,41.7953,6.9746,0,7.0124,2.8415,16.0759,3.5941,1.5695,14.7759
96044,0,0,46.87985,-94.89839,34.55839,,,,Minnesota,6.6509,4.467,0.0165,0,0,0.1387,31.4438,12.323,0,2.1559,1.347,5.2593,30.1842,4.0229,1.9908
96059,0,0,46.92447,-93.78889,4.332217,,,,Minnesota,2.8961,1.5306,0.0296,0.0032,0,0,49.9409,2.4044,2.276,7.0831,1.2887,2.348,0.1413,17.0914,12.9667
96090,0,0,46.13426,-95.88711,7.421319,,,,Minnesota,7.8889,4.6099,0.4349,0.0125,0,0,6.9017,0.3212,0.1325,0.1437,4.0225,9.6359,61.9527,0.1312,3.8126
96108,0,0,45.58157,-95.53494,6.859908,,,,Minnesota,32.3306,6.1698,1.6288,1.0651,0.3632,0.0253,5.6567,0.0624,0.0076,0.0598,3.3554,8.5099,38.76,0.2755,1.7299
96131,0,0,46.05735,-91.73538,8.534117,,,,Wisconsin,1.3289,2.0828,0.072,0.0437,0,0,60.663,1.9213,3.4459,2.3565,0.9097,2.6461,0.6608,23.6198,0.2496
96156,0,0,44.22937,-93.66542,29.80262,FISH,,16.8,Minnesota,19.3285,3.5583,2.5853,0.4891,0.0576,9e-04,9.369,0.2332,0.0227,2.408,1.2726,21.6876,36.9722,0.152,1.863
96184,0,0,45.9438,-89.63507,16.37629,,,,Wisconsin,22.1317,4.1678,0.4146,0.0949,0,0,35.9373,1.1772,20.475,0.3497,1.1646,0,0.3829,12.5619,1.1424
96230,0,0,39.47423,-90.96919,19.92027,,,,Illinois,2.8064,3.6508,1.0145,0.1463,0.0273,0,3.5301,0,0,0,0.0855,1.8457,74.0406,10.9851,1.8677
96267,0,0,40.87515,-87.36112,5.26306,,,,Indiana,0.3721,1.7094,3.3851,0.1898,0.0823,0.4847,2.9122,0,0,0.084,0.1344,1.3927,88.4057,0.8341,0.0134
96309,0,0,37.84314,-89.1206,7.619195,,,,Illinois,2.621,5.457,4.4691,0.1925,0.0049,0.0177,26.079,0.0913,0.0079,0,1.3866,20.0907,36.0256,2.6259,0.9309
96341,0,0,47.54428,-95.74335,9.486242,,,,Minnesota,7.1806,4.2324,1.0965,0.2125,0.0064,0.1321,22.2038,1.5517,0.0119,0.0971,3.12,13.8384,34.9871,0.4671,10.8624
96366,0,0,46.96237,-95.5251,9.360819,,,,Minnesota,26.6564,3.9139,0.0843,0.0064,0,0,47.7441,3.6246,0.0246,0.6875,1.9025,6.4869,0.7292,2.3733,5.7662
96393,0,0,47.56112,-93.62436,20.84225,,,,Minnesota,17.4292,3.2603,0.1997,0.0077,0,0.0338,21.5884,14.5377,21.8603,3.3832,0.3196,0.2197,0.0092,14.2703,2.8808
96425,0,0,41.01939,-94.76336,5.90415,,,,Iowa,3.5889,3.2561,1.1395,0.015,0,0.0759,6.2831,0.3358,0.1157,0.7429,0.7226,42.7111,40.4908,0.4071,0.1157
96461,0,0,38.1465,-94.50532,4.925084,,,,Missouri,2.2936,4.6038,0.1479,0.0083,0,1.315,12.6057,0.0179,0.1011,0.381,1.3445,38.5442,26.3889,12.1731,0.075
96506,0,0,45.22139,-69.39806,5.147531,,,,Maine,0.383,2.7352,0.5154,0.0441,0,0.2467,3.8462,21.5288,49.1798,6.6636,0.7099,1.0768,2.3803,9.1923,1.498
96530,2,2,42.5723,-71.8877,40.88841,,,,Massachusetts,4.7126,6.2013,5.0211,2.9962,0.7044,0.8113,38.9734,15.3736,10.3132,1.4422,0.6178,4.2523,0.5175,7.4101,0.6529
96560,2,2,41.61918,-70.56807,64.35002,,,,Massachusetts,4.7845,12.0933,19.2677,8.7223,1.5202,3.1121,13.1458,11.0848,11.3034,2.5545,2.0214,0.4396,0.8899,2.752,6.3086
96590,0,0,43.94635,-73.89968,25.83451,SAND POND,,,New York,3.0932,0.2865,0.0245,0.0047,0,0.0855,36.636,33.679,20.9066,0.8825,0,0,0,3.9891,0.4124
96622,0,0,40.75165,-75.27768,4.553417,,,,Pennsylvania,0.674,13.0965,4.4311,0.7345,0.365,0.4871,37.3334,0.5564,0.5959,0.9038,0.0319,6.6895,30.8033,3.2447,0.0528
96647,0,0,41.78723,-75.87116,5.955937,,,,Pennsylvania,0.96,4.2869,0.1444,0.0574,0.0204,0.3336,26.3224,4.8446,14.1172,0.867,0.0778,17.2602,26.5505,2.9999,1.1578
96674,0,1,46.83901,-92.41402,12.8384,,,,Minnesota,2.9587,4.4294,1.0474,0.5666,0.1008,0.6294,29.2513,3.8038,3.9665,6.9259,0.7824,6.142,0.4061,27.7911,11.1985
96692,0,0,46.57196,-85.74773,5.171259,,,,Michigan,1.7832,1.7078,0,0,0,0,38.779,16.5808,1.4633,4.5988,2.3992,0,0,28.861,3.8269
96717,0,0,44.27851,-89.15489,6.949988,,,,Wisconsin,1.1329,3.6714,0.8157,0.0293,0.007,0.117,24.7554,8.5331,1.9943,0.3137,0.4014,4.871,47.3339,5.4035,0.6203
96736,0,0,42.41224,-85.83224,4.466623,,,,Michigan,1.9818,4.3119,2.2637,0.0475,0.0095,0.0835,21.3962,0.3635,0.3872,0.4375,1.585,12.4706,41.2234,13.227,0.2117
96765,0,0,42.5276,-85.34125,15.06714,,,,Michigan,3.9485,4.8052,1.2407,0.114,0.0188,0.2198,30.8765,1.606,0.7831,0.5296,0.7659,22.8534,17.0611,14.9398,0.2378
96785,0,0,44.40528,-85.60197,4.576872,,,,Michigan,0.9887,3.4479,0.8702,0.0715,0,0.0294,51.3751,11.6781,3.0603,3.2613,9.7275,1.4242,6.7992,6.6092,0.6575
96807,0,0,43.19873,-83.19974,41.32867,,,,Michigan,2.5252,5.2016,1.2928,0.244,0.1044,0.0279,27.6195,1.4674,0.9624,0.2701,1.4458,20.4508,23.4568,13.3947,1.5367
96850,0,0,42.94789,-76.95481,4.969647,,,,New York,0.7708,6.7541,2.0088,0.6735,0.1291,0.0627,8.6266,0.4607,3.4185,2.1213,0.4463,21.5514,42.3637,10.0442,0.5682
96876,0,0,44.51979,-74.69317,7.024944,TWIN PONDS (E),,,New York,2.1629,0.4784,0.0591,0.0351,0,0.1117,63.8646,13.7279,3.3755,4.1441,1.1594,0.272,0.1512,9.9227,0.5355
96905,0,0,39.43729,-82.21461,4.117476,,,,Ohio,1.6033,7.4178,3.3857,2.0961,0.2035,1.1604,72.4353,1.2992,0.0085,0.9177,0.8944,4.7167,3.7863,0.0403,0.035
96946,0,0,39.36283,-84.15563,17.3941,,,,Ohio,3.1382,12.9771,4.9424,1.4545,0.3174,0.3615,32.9961,1.312,0.0764,1.0879,0.9674,28.6885,11.173,0,0.5075
96996,0,0,38.35148,-86.85466,9.610943,,,,Indiana,0.4027,5.9737,0.1838,0.1402,0.018,0,34.6511,0.7998,0.0351,0.0389,0.7079,27.8132,29.2223,0,0.0133
97043,0,0,46.16322,-94.56541,17.28184,,,,Minnesota,2.4344,3.8456,1.5768,0.1622,0.0186,0.0287,42.7263,1.3241,0.0253,6.6746,6.0941,12.9952,5.0902,8.3832,8.6206
97075,0,0,44.78791,-93.91252,13.17953,BRAUNWORTH,,,Minnesota,4.2014,3.9307,1.7702,0.7785,0.1384,0,6.3275,0.1742,0,1.9803,0.8623,18.516,58.733,0.0434,2.5442
97093,0,0,45.04038,-94.01534,38.87606,,,,Minnesota,9.6683,1.8408,3.7043,1.5224,0.3486,0,4.611,0.0976,0.0337,1.3803,0.9449,14.661,58.7872,0.0137,2.3863
97112,0,0,46.13538,-95.72055,13.36048,,,,Minnesota,18.8667,4.5835,0.099,0.0362,0,0,14.6776,0.2677,0.0669,0.8629,12.2897,11.7976,34.7432,0.0878,1.6212
97133,0,0,45.75523,-97.31911,49.45933,,,,OUT_OF_COUNTY_STATE,2.9333,2.1576,0.0097,0.0194,0,0.0765,8.3117,0,0,0.0629,40.8477,20.7526,20.0234,0.0058,4.7993
97154,0,0,46.29313,-92.90379,5.333107,,,,Minnesota,2.2714,3.0194,0.0212,0.0227,0,0.0106,36.3901,1.2084,0.904,6.007,0.4558,17.9437,0.798,22.1124,8.8356
97181,0,0,46.02326,-89.5879,5.900785,,,,Wisconsin,24.1767,4.6898,0.1504,0.0224,0,0,27.0947,1.8773,18.6567,3.4323,0.3224,0,0.2904,18.4295,0.8575
97202,0,0,45.48473,-89.60724,187.3474,,,,Wisconsin,9.3581,4.6263,0.3731,0.006,0,0.0678,34.5884,8.6257,14.0873,4.0337,3.8175,0.0163,4.4402,11.9286,4.0311
97229,0,1,42.19477,-92.02819,13.60412,,,,Iowa,6.0787,4.4111,3.1416,0.5793,0.267,0.0687,3.4118,0.0468,0,0,11.0925,5.1434,45.4007,17.3102,3.048
97259,0,0,39.08984,-90.72402,5.732439,,,,Missouri,5.4317,2.2058,0.9815,0.0528,0,0.0123,11.8661,0.0475,0.2111,0.0106,0.2762,3.2805,54.0166,18.5203,3.087
97288,0,0,41.80441,-88.31459,4.052326,,,,Illinois,3.3363,12.8429,47.9556,18.5558,8.8562,0.0643,3.8734,0.021,0.5162,0.0252,1.231,0.27,1.9024,0.5498,0
97330,0,0,38.31668,-91.00362,5.236441,,,,Missouri,1.475,4.2319,1.6931,0.2336,0.0328,0.0956,67.3205,0.2635,0.3186,0.0859,2.0735,19.7038,1.197,1.2337,0.0415
97362,0,0,46.23806,-96.13612,7.316745,,,,Minnesota,11.3015,4.814,1.0443,0.2683,0.0028,0.0065,3.1274,0.0561,0.0103,0.0215,3.2461,5.1534,66.8574,0.5254,3.5649
97378,0,0,46.55694,-95.87499,8.970826,,,,Minnesota,22.5466,4.0388,0.0456,0.0099,0,0,34.3955,1.4591,0.0274,0.679,4.5589,17.5543,6.243,0.482,7.9598
97392,0,0,48.02533,-91.91725,4.565543,REGENBOGEN,,10.7,Minnesota,13.9552,0.1381,0,0,0,0,3.8138,17.0587,28.1712,6.2405,0.3029,0.0047,0,29.2481,1.0669
97419,0,0,48.03807,-90.96904,41.5417,ELM,,,Minnesota,20.0354,0,0,0,0,0.7945,22.097,8.8379,7.7657,7.0139,10.0444,0,0,18.1794,5.2317
97452,0,0,39.68009,-92.54799,6.685955,,,,Missouri,6.167,4.3379,1.4686,0.1367,0.0102,0.0041,24.9742,0.1068,0.6367,1.6387,2.0135,48.2307,4.3828,4.4671,1.4251
97496,1,1,39.13229,-93.18154,4.289164,,,,Missouri,0.5047,7.4106,6.1011,1.3415,0.7781,0.0188,14.0518,0.0188,0.0122,0.3276,2.465,15.7465,48.9772,2.227,0.0188
97519,0,1,45.30476,-69.6577,38.66763,,,,Maine,0.8141,0.171,0,0,0,0.1548,21.554,26.5974,21.1008,19.9856,1.3024,0.0408,0.0731,7.7556,0.4503
97540,0,0,44.36628,-69.19015,4.81453,,,,Maine,1.9691,4.1162,0.8436,0.1743,0.099,0.1313,26.7896,12.7818,23.6727,3.472,0.2704,5.6047,4.7281,13.5767,1.7704
97574,0,0,43.09635,-72.32844,5.011286,,,,New Hampshire,1.6771,2.428,0.4352,0.0522,0.0116,0.2228,39.0063,18.913,28.0457,0.6337,0.3435,3.1847,0.1613,3.6036,1.2813
97593,0,0,42.01434,-71.8406,26.64381,LITTLE POND,,3.7,Connecticut,4.3262,5.5423,2.2682,0.3888,0.048,0.2628,52.526,6.6134,4.9923,1.4708,0.377,4.0235,0.8065,15.3084,1.0458
97639,0,0,43.75665,-73.94209,4.158854,,,,New York,2.7182,2.627,0.3502,0.1832,0.036,0,39.7057,23.0529,25.6358,0.373,0.4311,0.0103,0.1103,4.6611,0.1052
97667,0,0,39.68103,-74.24817,13.46575,,,,New Jersey,14.1632,9.9076,14.2188,8.972,5.2404,1.0321,8.6798,3.3189,3.0546,7.8044,0.6176,0.0649,0.1372,15.5366,7.2518
97700,1,1,40.00155,-75.73692,4.00512,,,,Pennsylvania,0.087,23.3146,11.3846,4.6664,1.0307,0.1857,26.8381,0.2727,0.4351,4.1713,0.3384,12.5778,11.5278,3.129,0.0406
97731,0,0,41.53069,-76.97347,10.38601,,,,Pennsylvania,0.2639,3.0431,0.1172,0.0388,0,1.0978,57.0507,2.14,11.9429,3.097,0.1771,13.3603,5.4335,1.7926,0.4452
97757,0,0,46.2615,-90.24453,9.804668,,,,Wisconsin,4.2271,2.1025,0.0106,0,0,0,38.4559,7.8621,10.0779,4.7394,0.2248,0,0,30.023,2.2768
97775,0,0,46.27197,-89.69869,7.3454,,,,Michigan,19.5018,5.4214,0.124,0.007,0,0.0318,31.2733,3.7033,10.3008,0.8116,0.465,0.0407,0.1768,27.3721,0.7703
97808,0,0,44.61644,-88.03309,14.91923,,,,Wisconsin,3.8953,8.2535,11.3083,1.9226,0.2624,0.8817,17.5243,1.3328,1.2562,2.359,0.4747,3.4913,13.2191,23.8463,9.9726
97827,0,0,42.72489,-85.06145,5.425133,,,,Michigan,1.6655,4.2469,1.8128,0.1782,0.095,0.0582,7.7596,0.0428,0.0368,0.1045,0.1259,8.0197,68.5329,7.3093,0.0119
97855,2,2,43.91718,-85.85506,9.2726,,,,Michigan,1.7217,6.9078,1.1254,0.3641,0.1338,0.2415,38.6486,15.6332,20.8586,5.0567,4.9391,0.0834,0.2359,3.2809,0.7693
97875,0,0,45.07241,-84.75031,5.997057,,,,Michigan,8.8281,10.9951,5.9503,3.1639,1.816,0.5646,32.3003,8.6427,2.2329,3.6363,14.7775,0.7773,4.7057,1.0823,0.527
97911,0,0,42.79598,-83.25733,49.88773,,,,Michigan,11.0599,15.6225,14.8194,6.1924,1.8535,2.2211,14.999,1.0115,0.6929,0.1372,1.8823,11.1226,7.8087,9.0285,1.5485
97940,0,0,43.06466,-77.12261,7.622331,,,,New York,0.0592,4.9691,0.7889,0.2788,0.0779,0.0055,22.6215,1.4905,4.5743,1.1533,0.0506,34.2349,17.0372,11.0456,1.6128
97971,0,0,43.44224,-73.13809,4.15747,,,,Vermont,0.1166,2.7697,0.4924,0.1418,0,0.0093,59.0861,7.8262,12.8994,2.0918,0.0989,10.1716,1.8362,2.061,0.3991
98043,2,2,39.90001,-86.10758,20.13078,,,,Indiana,5.1978,38.3304,32.2146,13.702,6.2084,0,3.6489,0.1043,0,0.0532,0.084,0,0,0.0436,0.4128
98079,0,0,47.2977,-94.84452,10.92796,,,,Minnesota,0.6071,2.6151,0.0096,0.0096,0,0,62.8638,4.3727,0,2.646,0.8017,15.874,0.343,4.0567,5.8007
98102,0,0,47.64849,-94.61983,11.00733,,,,Minnesota,16.5178,3.243,0.2465,0.0916,0.007,0.0254,44.1987,5.7154,0.0141,1.4144,0.4297,7.551,0.2057,16.3967,3.9431
98132,0,0,45.82655,-94.70383,22.65433,BUCKHEAD,,,Minnesota,11.332,3.2548,2.101,0.2068,0.012,0.007,9.7615,0.5015,0.015,0.031,1.3307,25.2375,43.7566,0.8682,1.5845
98150,0,0,44.78359,-93.90631,28.69851,YOUNG AMERICA,,,Minnesota,3.4206,4.5154,3.094,1.9795,0.3876,0,4.3341,0.3194,0.0233,1.6601,0.6784,15.3174,62.1561,0.0108,2.1033
98174,0,0,46.38628,-91.55415,4.760205,,,,Wisconsin,3.7276,5.6922,0.1808,0.1469,0,0,21.4927,20.3665,13.5356,21.7886,9.7497,0.0494,0.1513,3.0332,0.0856
