lagoslakeid,summerpud,totalpud,nhd_lat,nhd_long,lake_area_ha,lagosname1,meandepth,maxdepth,state_name,hu12_nlcd2011_pct_11,hu12_nlcd2011_pct_21,hu12_nlcd2011_pct_22,hu12_nlcd2011_pct_23,hu12_nlcd2011_pct_24,hu12_nlcd2011_pct_31,hu12_nlcd2011_pct_41,hu12_nlcd2011_pct_42,hu12_nlcd2011_pct_43,hu12_nlcd2011_pct_52,hu12_nlcd2011_pct_71,hu12_nlcd2011_pct_81,hu12_nlcd2011_pct_82,hu12_nlcd2011_pct_90,hu12_nlcd2011_pct_95
13247,2,3,41.86927,-71.49522,5.03224,,,,Rhode Island,2.4922,8.255,9.782,17.8673,8.2387,0.6032,36.138,1.4672,1.1724,1.0508,0.6996,2.9738,0.3043,7.5887,1.3667
13272,0,0,42.14394,-72.08383,5.09025,,,,Massachusetts,3.1638,9.7241,5.2358,2.6742,0.6433,0.283,35.9535,11.2972,16.1903,1.3178,0.5862,2.0333,0.3964,9.63,0.871
13298,0,0,40.98662,-74.42335,7.314791,,,,New Jersey,4.0777,14.5942,4.6547,2.4983,0.5605,0.7845,55.1497,0.3088,1.052,0.4653,0.0745,0.3233,0.2185,15.1705,0.0676
13330,0,1,41.29449,-74.91723,7.010732,,,,Pennsylvania,2.2238,13.9027,0.8024,0.235,0.0287,0,58.2875,1.5589,10.4568,0.0645,0,0.7508,0.3668,10.2662,1.056
13356,0,0,42.75742,-75.2108,9.19832,,,,New York,0.4865,2.448,0.1913,0.0468,0.0062,0.0073,35.0048,8.2858,4.0207,2.9657,3.5852,25.6068,10.0623,5.8835,1.3992
13375,0,0,39.40848,-78.93817,5.492749,,,,OUT_OF_COUNTY_STATE,0.2544,6.8255,0.4452,0.0348,0.0091,0.0076,67.7414,2.3913,2.2262,0.3074,0.1257,19.3482,0.2832,0,0
13394,0,0,47.66608,-91.95082,6.578371,,,,Minnesota,3.5649,0.2786,0.0438,0,0,4.059,12.8934,16.5584,11.8541,6.6934,1.4233,0,0.0206,40.5452,2.0653
13415,0,1,46.75349,-88.93701,13.51868,,,,Michigan,0.6118,2.3039,0.6247,0.0395,0,0.1137,41.6704,18.1735,18.9474,3.3398,2.2763,3.8438,3.9061,3.9021,0.2471
13446,0,1,43.4903,-88.16011,4.371298,,,,Wisconsin,1.5945,5.1948,3.8281,0.2193,0.0464,0.0422,17.2505,1.101,0.3839,1.4848,1.4089,19.5179,35.9965,11.1995,0.7319
13472,0,0,42.38057,-84.64574,4.004704,,,,Michigan,0.3625,3.7452,1.0442,0.0491,0,0.2303,14.3926,0.2385,0.5963,0.152,0.3613,19.3071,38.1687,20.1607,1.1915
13506,0,0,44.83125,-84.60273,13.6428,,,,Michigan,0.4346,6.6919,2.2735,0.4394,0.0535,0.1354,27.3876,12.7799,4.851,11.8226,19.964,0.1166,0.9413,10.2871,1.8215
13521,0,0,43.2423,-83.45989,8.606994,,,,Michigan,0.349,5.6291,3.4795,0.448,0.1327,0.3425,25.1185,1.1145,1.1276,0.3305,1.1417,16.5895,32.6385,10.2634,1.295
13553,1,1,41.27945,-82.33605,7.263001,,,,Ohio,0.2422,4.3818,1.0252,0.4377,0.3682,0.0427,15.301,0.3156,0.0119,0.0576,0.3583,16.1694,55.1549,6.1285,0.005
13593,3,11,44.58133,-75.30136,133.233,,,,New York,2.9137,2.9515,0.4456,0.0243,0.0117,0.0054,33.0219,1.9317,0.4717,1.3187,2.3934,25.3844,4.1586,22.3068,2.6608
13626,4,10,39.4555,-79.45691,15.89853,,,,OUT_OF_COUNTY_STATE,1.2044,4.5476,0.0221,0.0295,0.0137,0.4661,78.1913,4.7606,1.719,0.0221,0.27,3.1681,4.4864,0.482,0.617
13684,0,0,38.65249,-85.91838,4.710108,,,,Indiana,0.604,3.5036,0.1372,0.0821,0.018,0.0885,64.9375,1.8403,0.1282,0.2116,0.6515,8.6178,19.1734,0,0.0064
13727,0,0,47.20345,-93.63867,9.551106,SALTER PND-SANDEENO,,,Minnesota,19.0282,3.8408,0.6048,0.2289,0.0316,0.0035,37.4821,3.5943,8.7003,9.3045,1.3958,4.839,0.4198,8.4719,2.0545
13756,0,0,47.17321,-95.34579,13.6588,,,,Minnesota,7.9873,3.0668,0.0694,0.0106,0,0.0269,65.0404,16.3517,0,4.581,2.0578,0.0922,0.0131,0.4506,0.2522
13784,0,0,46.6581,-95.33694,13.83737,,,,Minnesota,1.3958,3.5989,0.0073,0,0,0.0232,28.129,2.7056,0.0366,1.9802,3.6581,28.6303,11.6826,2.0211,16.1314
13802,0,0,44.1439,-94.36069,105.6431,STROM,,,Minnesota,1.6867,4.8169,0.9386,0.3136,0.0454,0.0161,0.5957,0,0,0,0.0484,0,89.4152,0.2096,1.9138
13820,0,0,45.35847,-95.24031,33.07475,UNNAMED,,,Minnesota,14.0443,3.0063,0.7687,0.085,0.0125,0,11.6725,0.3493,0.0225,0.4027,6.9288,13.2806,44.5198,0.852,4.0551
13838,0,0,45.86497,-91.943,14.98822,,,,Wisconsin,5.103,5.9695,1.0452,0.6151,0.2702,0.0106,40.9925,2.3447,8.86,0.5,0.7479,22.4318,5.8209,3.7606,1.5281
13869,0,0,45.61109,-91.89825,7.388455,,,,Wisconsin,2.2396,5.2358,1.6015,0.4021,0.0619,0,32.3932,0.6956,2.4685,0.1078,0.7221,33.6138,14.3649,3.1155,2.9776
13887,0,0,45.74845,-89.43634,9.765265,,,,Wisconsin,12.2271,4.4052,1.7987,0.4043,0.1512,0,30.5874,2.1028,13.1408,1.1529,0.3895,0.1011,2.6944,28.119,2.7256
13912,1,2,43.24213,-93.46201,12.35236,,,,Iowa,0.7554,6.4788,1.3591,0.7492,0.3133,0.0035,1.9371,0,0,0,10.3856,5.4121,67.4323,1.382,3.7917
13949,0,0,38.84876,-90.63668,4.023508,,,,Missouri,1.8623,9.6792,24.2906,16.7389,6.0131,0.102,3.7824,0.059,0.0954,0.064,0.096,3.0799,26.6293,6.0655,1.4426
13996,0,1,40.53725,-89.83772,11.92053,,,,Illinois,15.0746,4.2741,5.1036,2.0699,0.3143,0.0926,27.2277,0,0,0,1.4842,7.403,25.1669,11.2583,0.5308
14040,0,0,36.81463,-89.11999,5.816232,,,,OUT_OF_COUNTY_STATE,28.7882,1.3156,0.1502,0.0292,0,0.0154,29.4708,0.3522,0,0.3246,0.2857,0.2053,28.7988,7.0303,3.2335
14057,0,0,46.45985,-95.87691,194.7868,MUD,,,Minnesota,14.241,3.2206,0.023,0,0,0,34.418,1.1313,0.0835,0.7618,4.5585,12.327,18.0376,0.526,10.6719
14078,0,0,46.35399,-95.9791,20.80919,,,,Minnesota,19.7901,4.6378,0.155,0,0,0,10.9665,0.2067,0.0226,0.1604,2.3905,14.3451,43.8241,0.2626,3.2386
14101,0,0,47.63104,-91.55428,5.146036,,,,Minnesota,6.383,1.5938,0.0095,0,0,0,5.8169,18.8963,13.4916,4.2382,1.6109,0.0741,0,45.891,1.9947
14140,0,0,37.94195,-92.49442,34.68573,,,,Missouri,0.5234,3.6494,0.1101,0.0072,0,0.0772,60.6501,2.0035,1.1011,0.4176,2.7399,27.4621,0.449,0.7393,0.0701
14193,0,0,35.87464,-91.52927,4.738077,,,,OUT_OF_COUNTY_STATE,0.3668,3.9879,0.6745,0.0673,0.0155,0.0736,39.5025,0.6942,11.5046,0.0601,2.3094,40.6971,0,0.0466,0
14231,0,0,44.40738,-69.1462,6.172458,,,,Maine,4.0371,4.0736,1.1626,0.1895,0.0364,0.2861,30.31,11.8572,27.3516,2.6213,0.2533,3.9524,1.527,10.2764,2.0655
14255,16,31,42.31951,-71.37818,79.16453,,,,Massachusetts,5.0662,14.769,16.1573,18.9694,6.4909,0.0613,17.6275,6.2252,0.6474,0.423,0.1945,2.8411,0.1101,8.9454,1.4719
14275,2,3,41.81142,-70.60358,53.90713,,,,Massachusetts,8.0871,9.9157,16.2445,7.5074,1.5094,1.4874,1.6104,28.204,9.5951,0.5417,2.95,1.5782,4.7229,2.7962,3.2501
14297,0,0,41.3571,-73.08703,13.90487,,,,Connecticut,2.2444,10.9939,9.7279,8.2434,1.4919,0.0966,55.3466,2.6151,1.6579,1.0497,0.5375,3.0301,0.2408,2.5757,0.1483
14331,0,0,42.44058,-74.58199,12.16694,,,,New York,0.5197,4.0392,0.0895,0.0292,0,0.0039,45.4586,13.2329,22.7517,0.4808,1.384,7.0408,1.7266,3.1418,0.1012
14365,0,3,40.18993,-74.6854,12.39675,,,,New Jersey,0.6647,15.242,16.0093,9.7601,2.551,0.0544,11.9405,0.0953,0.3193,2.0988,0.5412,7.2269,16.9085,12.5455,4.0426
14415,0,0,41.60457,-76.20437,5.774033,,,,Pennsylvania,0.6636,4.0571,0.0455,0.0228,0,0.1541,37.6291,5.8326,13.7909,1.3063,0.1191,7.3034,25.6838,2.2693,1.1224
14438,0,0,47.21209,-92.98221,24.77778,,,,Minnesota,3.0999,1.1541,0.2064,0.0086,0,0.0086,12.8069,2.0116,5.7529,3.5197,0.5565,2.733,0.3069,64.335,3.4997
14456,0,0,46.54008,-85.71805,9.63193,,,,Michigan,0.8449,0.5608,0.0463,0,0,0.034,38.4805,2.9627,0.8099,1.3893,2.8063,0,0,48.4039,3.6615
14486,0,4,45.81974,-87.95709,12.53291,,,,Michigan,7.61,10.6851,5.9572,4.3491,2.037,0.1286,38.6377,1.6331,9.3968,0.461,3.3002,1.0739,3.1876,11.214,0.3288
14513,4,4,42.41651,-86.09301,9.482365,,,,Michigan,1.9377,4.2183,2.6664,0.0775,0.0271,0.0775,20.5654,2.2404,1.2435,0.5727,6.4353,2.8944,38.2159,18.6726,0.1551
14534,0,0,46.47177,-85.97701,13.5005,,,,Michigan,1.2296,2.6703,0.489,0.009,0,0,46.5071,14.9076,1.753,10.9201,12.6416,0,0,8.0873,0.7855
14563,11,47,43.67163,-83.90919,7.827301,,,,Michigan,,,,,,,,,,,,,,,
14593,0,0,41.44893,-83.62062,6.04316,,,,Ohio,0.3503,5.5494,3.9057,1.4815,0.7871,1.4975,4.9279,0.0094,0,0.0099,1.2314,0.9963,79.003,0.1735,0.0771
14627,0,0,44.18521,-74.07859,13.43643,MOOSE POND,,,New York,1.4982,0.0043,0,0,0,0.1773,5.7887,71.9484,19.8495,0.0856,0,0,0,0.538,0.1099
14662,0,0,43.69918,-73.64262,8.273869,ROUND POND,,,New York,1.6804,0.8211,0,0,0,0,45.506,39.2528,8.4709,0.1543,0,0,0,3.7067,0.4077
14716,0,0,39.05902,-87.36136,12.95761,,,,Indiana,8.1262,5.1386,0.8301,0.1314,0.0116,0.1697,32.1107,5.0754,0,0.0266,1.9646,13.7722,31.8428,0.0316,0.7685
14767,0,0,39.9631,-80.39768,27.17376,,,,Pennsylvania,1.0614,5.5582,0.2175,0.3343,0.198,3.8497,68.8992,0.158,0,0.0238,2.9376,14.9964,1.7658,0,0
14799,0,0,46.58495,-94.08875,10.25485,,,,Minnesota,20.7472,5.3597,0.1566,0,0,0,34.3841,2.8877,0.0093,2.4701,1.0589,2.1942,4.6886,18.2845,7.759
14825,0,0,47.11206,-94.02505,4.931439,,,,Minnesota,2.2662,1.1607,0.7433,0,0,0,45.8269,1.7116,0.183,3.9796,0.6861,2.9371,0.324,27.1313,13.0501
14852,0,0,47.04073,-94.75872,5.489922,,,,Minnesota,7.9457,4.3454,0.243,0.1161,0.0189,0.0459,61.3529,9.9652,0.0067,3.1791,2.492,7.9457,0.6102,0.2659,1.4674
14870,0,0,46.22515,-91.82614,9.843626,,,,Wisconsin,19.3391,5.7653,0.1051,0.1673,0,0,30.9155,12.9659,12.4137,8.175,5.8942,0.0475,0.075,3.9426,0.1938
14885,0,0,45.71321,-92.68518,31.30009,,,,Wisconsin,2.0948,5.7326,0.2289,0.1042,0.0286,0.0225,16.3598,0.748,0.656,0.8829,3.9893,23.6742,38.1149,0.3863,6.9772
14911,0,0,44.06602,-91.61186,24.31512,,,,Wisconsin,35.2989,4.2042,4.3545,3.1401,1.5075,0.2087,24.9764,0.2133,0,0.4235,1.5259,4.7151,4.0983,8.8917,6.442
14948,0,0,44.73748,-90.20838,37.01992,,,,Wisconsin,2.2927,4.0627,1.312,0.3125,0.0245,0,21.0738,0.6841,0.0173,0.1786,0.4407,1.1176,50.2398,9.5727,8.6712
14982,0,0,43.96299,-95.72849,139.1471,BIG SLOUGH,,,Minnesota,1.6643,4.3805,1.2271,0.1726,0.0365,0.0088,0.0995,0,0,0.0277,2.972,1.8016,82.7752,0.058,4.7761
15050,0,0,38.80606,-89.1833,9.636498,,,,Illinois,1.5603,4.3949,0.7592,0.0745,0.022,0,18.3106,0.0043,0,0,0.2852,16.2586,54.3378,3.608,0.3846
15082,0,0,36.10036,-90.50959,4.209324,,,,OUT_OF_COUNTY_STATE,1.1894,6.1187,0.2655,0.1541,0.0149,0.0186,30.9471,1.2739,2.4595,0.1123,0.299,26.951,25.7542,4.4316,0.0102
15112,0,0,46.3208,-96.14115,4.053402,,,,Minnesota,2.2492,4.6612,1.1121,0.4203,0.0599,0.0609,7.9148,0.2616,0.0299,0.3105,2.973,14.997,60.2484,0.8316,3.8695
15130,0,0,48.48635,-92.72415,5.534638,,,,Minnesota,,,,,,,,,,,,,,,
15162,41,91,49.07966,-94.98012,123779.8,LAKE OF THE WOODS (WHOLE LK),,11,Minnesota,,,,,,,,,,,,,,,
15235,0,0,46.30919,-69.101,20.60886,,,,Maine,1.7854,0.564,0.0107,0,0,0.449,7.5854,21.0389,45.8799,9.6876,0.3274,0,0,12.4793,0.1924
15266,4,15,42.69131,-71.10832,9.305391,,,,Massachusetts,7.5665,10.8043,15.5749,18.3114,3.722,0.6862,24.1157,2.816,0.3654,0.7018,0.7983,5.3632,0.8911,6.8573,1.4258
15302,1,1,41.74144,-70.09007,11.5873,,,,Massachusetts,7.646,9.0756,18.225,11.6095,0.8835,6.148,10.6976,16.372,1.8623,1.628,1.8192,0.3298,0.923,5.096,7.6844
15339,1,1,43.96396,-74.14666,18.38679,,,,New York,7.6126,1.173,0.3015,0.0313,0.0149,0.3492,56.7568,20.2561,7.3425,0.4,0.0627,0,0.0328,4.8696,0.7969
15372,0,0,39.55235,-74.36516,11.27309,,,,New Jersey,46.4347,1.5859,1.915,2.3311,0.6012,1.7526,1.5424,0.4743,0.5987,0.1342,0.0092,0.0147,0.0521,2.3611,40.1928
15411,0,0,48.0307,-90.20907,4.295791,,,,Minnesota,4.0631,0.5855,0.0141,0.007,0,0,21.3668,12.8635,21.4597,18.9884,0.95,0,0,16.1807,3.5213
15429,0,0,46.22198,-89.44968,21.75943,,,,Michigan,22.3446,3.7455,0.0375,0,0,0.0389,32.9504,7.7439,7.9648,0.3334,0.2195,0,0.1556,23.7186,0.7474
15455,0,0,46.02744,-87.96784,10.43108,,,,Michigan,0.9026,1.7123,0.465,0.0192,0,0.0048,46.9874,4.6672,12.1721,3.0142,2.0282,2.2895,0.1924,24.5703,0.9748
15491,0,0,42.73963,-85.19361,6.378868,,,,Michigan,0.2937,4.523,1.4876,0.079,0.0103,0.1374,8.6321,0.1306,0.1426,0.1099,0.1082,14.3765,60.7029,9.2557,0.0103
15512,0,0,44.23875,-84.8426,51.25684,,,,Michigan,0.8129,5.099,2.5119,0.2002,0.0183,0.0915,28.574,7.4301,5.0807,3.2313,4.4365,0.5863,1.8514,33.2067,6.8692
15534,0,0,44.45359,-83.87555,8.894712,,,,Michigan,3.2393,4.6659,0.7994,0.0266,0,0.0383,46.4613,11.3208,4.8082,0.8527,2.9356,1.2545,0.6322,20.7342,2.2311
15555,0,0,42.57201,-82.58693,14.24795,,,,Michigan,,,,,,,,,,,,,,,
15606,0,0,43.09972,-76.59107,8.418991,,,,New York,3.3945,3.541,0.7369,0.4821,0.1114,0.0854,14.0373,0.6408,1.2129,3.9651,0.0961,32.3173,18.3777,18.2007,2.801
15639,0,0,41.5967,-80.05514,4.895491,,,,Pennsylvania,1.2008,4.7959,1.0685,0.1152,0.0191,0,49.289,2.5609,1.9414,0.4556,1.343,17.8453,18.6754,0.5655,0.1244
15695,5,7,38.73011,-86.93076,209.4716,,,,Indiana,4.6246,7.3644,0.7492,0.1782,0.0252,0,29.7287,0.1861,0,0.011,0.7161,24.6262,31.6672,0.011,0.112
15746,0,0,37.926,-86.58858,6.313223,,,,Indiana,9.0289,2.2959,0.1072,0.0111,0.0233,0,66.52,1.0802,0.087,0.1305,3.4378,9.4264,7.1558,0.5239,0.1719
15781,0,0,46.23056,-93.85765,12.38499,,,,Minnesota,13.288,4.1323,0.2693,0.0058,0,0,41.0012,0.6103,0.1685,3.3244,0.6529,5.3838,0.6103,15.2641,15.2892
15797,1,2,44.87249,-93.7136,43.5164,LUNDSTEN,,2,Minnesota,13.2284,8.623,5.4273,2.6617,0.3393,0.021,13.1495,0.434,0.1105,4.8,3.7059,24.8405,14.4238,0.075,8.1601
15814,0,0,46.42309,-93.90049,17.03829,,,,Minnesota,9.4457,3.6245,0.2794,0.0472,7e-04,0.0079,38.9432,1.5564,0.0157,0.1686,3.1035,10.0652,5.0058,11.4845,16.2516
15832,0,0,44.8287,-96.65027,6.641114,,,,OUT_OF_COUNTY_STATE,3.0095,2.6298,0.0165,0.0251,0.0043,0.0156,0.5175,0,0,0,50.7251,21.0342,15.1653,0.0745,6.7826
15849,0,0,44.07122,-95.37371,49.67845,BEAN,,3.7,Minnesota,2.9502,4.7572,0.6472,0.2911,0.0474,0.0734,0.2445,0,0,0,3.336,1.9477,84.2925,0,1.4128
15871,0,0,46.04674,-91.35842,88.06269,,,,Wisconsin,2.6089,3.7882,0.4985,0.022,0.0089,0.229,43.4929,12.4042,18.8398,4.3575,1.1683,5.5472,1.7775,4.9358,0.3211
15887,0,0,45.20563,-92.48406,21.44976,,,,Wisconsin,1.8976,6.1814,0.3494,0.1366,0.039,0,32.1424,2.2683,0.3396,0.5223,5.1564,28.004,17.866,1.0508,4.0462
15914,0,0,45.23868,-90.45525,10.4336,,,,Wisconsin,1.1271,2.8894,0.0136,0.0043,0,0,57.5057,1.9385,6.7284,0.4583,0.3072,0.2492,1.6742,24.1538,2.9503
15961,0,0,43.5433,-88.64993,12.68423,,,,Wisconsin,20.2593,0.6756,0.1874,0.2192,7e-04,4.971,0.6402,0,0.0116,0,0.013,0.196,1.7288,9.0862,62.0111
16005,4,7,42.35262,-88.17763,4.611309,,,,Illinois,21.667,12.5944,18.7718,4.0534,1.6648,0.8822,11.3549,0.0158,2.7279,0.5044,5.9602,4.4786,6.2701,6.8717,2.1828
16058,0,0,37.6561,-91.56049,5.870467,,,,Missouri,0.3253,6.297,3.7593,0.9876,0.2867,0.0085,38.2788,1.4968,2.0076,0.0835,1.4682,44.6685,0.1368,0.1955,0
16092,0,0,35.82703,-90.41527,4.15242,,,,OUT_OF_COUNTY_STATE,5.0365,1.3198,0.0899,0.0279,0.0207,0,0.0625,0,0.0112,0,0.004,0,31.3381,61.9669,0.1223
16107,0,0,45.87592,-96.09163,17.10262,,,,Minnesota,6.429,4.5047,0.0924,0.0168,0,0.0283,0.8839,0,0,0.0126,1.6482,1.1989,75.6351,0.2404,9.3096
16134,0,0,47.64091,-93.83066,4.02953,LITTLE PETERSON,,,Minnesota,13.761,2.7288,0.8276,0.0264,0,0,31.1179,7.2127,10.7192,2.6873,0.4015,2.1623,0.2498,25.37,2.7354
16161,0,0,43.42406,-95.13952,4.477456,,,,Iowa,24.6243,8.6084,3.3688,3.0332,0.6573,0.0116,0.3879,0.0221,3.9494,0.4993,16.2227,2.4468,31.0728,0.0662,5.0294
16212,0,0,36.27723,-91.51999,10.69609,,,,OUT_OF_COUNTY_STATE,3.5246,18.6694,1.4523,0.2207,0.0673,0.0315,64.6977,0.7177,3.1399,0.082,1.6593,4.0121,0,1.7255,0
16243,0,0,44.13143,-69.82774,20.39763,,,,Maine,9.4515,7.3174,4.4911,2.1327,0.7283,0.2672,16.2585,10.1391,24.8446,2.6773,0.9097,8.6521,1.7487,6.3228,4.0591
16275,1,4,42.26377,-71.47093,5.239644,,,,Massachusetts,3.1914,10.7877,11.7202,10.1225,2.1104,0.6058,33.4977,5.0345,2.0956,0.7355,0.199,1.7432,1.0572,15.3848,1.7145
16304,2,2,41.74593,-73.01998,17.1451,,,,Connecticut,2.1895,14.5435,16.2492,12.3478,2.185,0.4864,36.5189,2.0182,0.7047,0.8644,0.6576,4.6416,0.3124,5.3099,0.9709
16333,0,0,41.88016,-73.46907,5.136843,,,,Connecticut,5.6993,6.1562,1.345,0.6129,0.044,0.1229,36.7591,7.6847,1.2606,1.5909,0.3908,27.2249,4.4332,4.9231,1.7524
16356,1,1,43.24713,-74.59787,12.52771,,,,New York,5.7779,0.3065,0,0,0,0,51.1006,11.9651,20.6282,2.1564,0.0374,0,0,7.3831,0.6447
16380,0,1,39.88027,-74.63692,28.97802,,,,New Jersey,1.2768,8.0425,2.6529,0.3479,0.0092,0.6118,29.3586,10.7026,7.6343,2.0615,0.621,0.2783,6.025,30.2692,0.1084
16405,2,5,41.66469,-74.87666,78.9027,,,,New York,8.4778,1.7738,0.2464,0.1051,0.0353,0.0734,42.2197,10.9447,23.4975,0.3424,0.0571,7.0292,1.5818,3.5142,0.1015
16426,0,0,42.85365,-74.93207,43.18698,,,,New York,2.2395,4.3281,0.4332,0.1961,0.0129,0,14.2217,2.5456,4.2398,2.718,2.1942,24.2057,26.0874,14.4652,2.1123
16458,0,0,46.99364,-92.3198,29.25287,BERGEN,,9.1,Minnesota,1.6077,0.8433,0.0086,0.0112,0,0.0112,31.6438,3.0977,8.2624,15.6952,3.886,0.1503,0.0378,31.6721,3.0727
16480,0,0,45.11884,-88.72827,5.124484,,,,Wisconsin,2.4284,4.6394,0.3829,0.097,0.0684,0,52.2547,6.5159,4.4037,0.3206,2.3037,0.6576,8.8776,16.0173,1.0327
16510,11,34,41.9803,-85.50447,224.0314,,,,Michigan,6.7351,2.7799,4.7804,0.2565,0.1173,0.1551,7.4151,0.1452,0.1849,0.0219,0.2028,6.7788,65.5551,4.5736,0.2983
16527,0,0,43.93166,-86.42558,9.370825,,,,Michigan,4.1491,7.5474,7.683,6.4833,3.4754,0.8115,10.047,3.1766,1.0431,1.3297,5.1911,5.2947,29.4661,9.1329,5.169
16545,0,0,43.51056,-85.69947,5.903662,,,,Michigan,0.5126,3.0986,1.0989,0.0704,0.0055,0.1441,42.2221,18.7511,5.5317,2.5288,8.1023,4.5253,3.9566,8.121,1.331
16576,0,0,42.47759,-83.72296,17.62652,,,,Michigan,4.4044,21.026,14.5881,5.7985,2.0639,0.2574,21.6048,1.207,1.6355,0.2702,3.5507,3.1894,2.9384,14.9334,2.5323
16596,0,0,41.15344,-81.69378,9.152043,,,,Ohio,1.1366,26.0564,10.3778,3.2015,1.1544,0.0813,37.0481,2.1596,0.0379,0.0713,1.4341,7.5084,6.3918,3.1992,0.1415
16639,2,2,44.34844,-75.2623,28.72554,,,,New York,1.4545,1.8399,0.1386,0.0363,0,0.0685,54.9869,7.4882,4.5073,1.6422,1.905,13.2751,2.1763,9.0898,1.3912
16680,0,0,40.32858,-80.79768,9.463861,,,,Ohio,2.1011,5.7663,0.4913,0.1206,0.0165,0.198,65.9303,0.8036,0,0.08,1.7279,8.638,14.106,0.0076,0.0127
16724,1,5,41.20685,-85.81727,8.344717,,,,Indiana,3.6722,8.8829,2.8098,0.7466,0.5247,0.6611,13.1328,0.0671,0,0.2835,0.0985,1.3265,65.888,1.2486,0.6578
16777,0,0,46.12207,-94.6968,8.670667,,,,Minnesota,1.5186,3.3261,0.7938,0.0419,0,0.0357,22.8157,3.1538,0.3133,5.001,8.5062,21.5073,15.0614,8.0857,9.8394
16794,0,0,46.02607,-94.76215,15.37038,,,,Minnesota,3.9419,3.6714,0.8818,0.0107,0,0.0334,21.8103,2.2081,1.0129,2.0019,15.2361,14.0731,20.5722,6.0356,8.5106
16827,0,0,45.17055,-93.48315,6.017025,DUBAY,,,Minnesota,1.9444,6.7392,3.9428,1.543,0.9035,0,7.3161,0.3732,0.0466,1.6363,1.586,32.1553,35.2413,0.1719,6.4004
16854,0,0,46.12908,-95.78014,26.10319,,,,Minnesota,7.8889,4.6099,0.4349,0.0125,0,0,6.9017,0.3212,0.1325,0.1437,4.0225,9.6359,61.9527,0.1312,3.8126
16866,2,3,45.04196,-93.04853,12.02702,WILLOW,,1.789,Minnesota,5.0661,27.0834,34.6197,19.4561,6.2147,0.0299,3.4841,0.076,0.0174,0.2379,0.5506,0.705,0.6839,0.1283,1.6468
16900,0,0,45.42016,-92.67741,38.2653,,,,Minnesota,2.9464,5.0016,0.7003,0.2086,0.0349,0.0109,40.839,1.2584,0.2223,0.1197,4.2233,29.8346,11.9203,0.5937,2.086
16919,0,0,44.4535,-90.4609,6.272589,,,,Wisconsin,0.2384,2.8596,0.0113,0,0,0.0102,50.4727,5.4061,4.2899,3.0407,8.4989,0.134,20.2134,2.2273,2.5977
16949,0,0,45.69311,-89.56853,8.569698,,,,Wisconsin,7.8181,3.449,0.1485,0.0141,0.0106,0,54.5664,1.012,11.0897,1.9979,1.4611,0.2645,2.6803,12.893,2.5947
17003,0,0,46.08698,-93.10188,11.95655,,,,Minnesota,1.4533,3.2415,0.0862,0.0206,0,0.049,28.0611,0.6659,0.8745,3.4795,1.6237,26.0809,2.9448,14.104,17.3151
17055,0,0,39.25264,-89.9112,5.531937,,,,Illinois,0.4502,4.5838,2.8129,0.753,0.3431,0.0415,15.3322,0,0,0,0.0253,4.1232,71.4185,0.1163,0
17089,0,0,36.36714,-89.5721,4.670023,,,,Missouri,21.5847,4.2168,0.8476,0.37,0.0943,0.107,3.2579,0.0105,0.0325,0.0535,0.0165,0.0408,50.4527,16.377,2.5382
17115,0,0,46.44741,-95.98103,13.27241,,,,Minnesota,14.9273,4.2594,0.0483,0.0061,0,0,33.4124,0.4769,0.0422,0.7992,5.5443,21.1672,15.0345,0.3741,3.9081
17135,0,0,46.41927,-95.95112,10.89488,,,,Minnesota,14.9273,4.2594,0.0483,0.0061,0,0,33.4124,0.4769,0.0422,0.7992,5.5443,21.1672,15.0345,0.3741,3.9081
17156,0,0,47.62404,-93.52483,10.57442,LEBARGE,,,Minnesota,18.3276,3.0374,0.065,0.0051,0,0.0045,25.2727,14.4825,15.7935,5.1753,1.3321,0.0382,0.0408,14.9832,1.4423
17184,0,0,47.98938,-92.93332,63.94183,,,,Minnesota,0.5204,1.299,0.036,0.0244,0,0.0116,24.1003,2.2704,14.6475,16.2035,1.5508,2.4759,0.0039,32.7924,4.064
17234,0,0,37.94201,-94.10892,7.157447,,,,Missouri,0.4659,5.3318,1.8045,0.6068,0.2975,0.1369,27.4315,0.0965,0,0.3999,1.4893,48.6092,12.2358,0.9072,0.1872
17278,0,0,46.54151,-68.84481,15.6524,,,,Maine,0.7202,0,0,0,0,0.7925,23.2431,18.5242,36.9782,11.5995,0.3505,0,0,7.4074,0.3844
17302,0,0,44.06402,-69.9836,20.62701,,,,Maine,0.3721,3.9753,1.0762,0.1316,0.0063,0.1929,7.7728,30.585,32.2976,2.6448,0.347,9.9114,0.3521,8.3666,1.9683
17319,0,0,43.38637,-71.67569,5.151706,,,,New Hampshire,1.1335,3.4501,0.8117,0.2444,0.0962,0.3815,30.7339,12.1783,35.2136,3.6171,0.5109,3.2577,2.5876,5.3698,0.4136
17338,23,55,42.5977,-72.56939,31.89223,,,,Massachusetts,7.2653,4.9241,4.3828,3.1847,0.4526,1.2459,28.9354,27.0397,7.7588,1.471,0.4106,6.6751,1.8735,3.6385,0.7419
17368,0,0,41.67002,-73.32841,5.766719,,,,Connecticut,1.0724,7.1068,1.0336,0.1779,0.0185,0.084,64.9024,2.4943,2.1194,1.5765,0.2161,14.578,0.6304,3.6832,0.3065
